,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand
4833,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557771,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,(S)-Methyl BoPhoz,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,(S)-Methyl BoPhoz
4834,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557772,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,Walphos SL-W002-1,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,Walphos SL-W002-1
4835,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557773,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,CTH-(R)-BINAM,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,CTH-(R)-BINAM
4836,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557774,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,Walphos SL-W003-1,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,Walphos SL-W003-1
4837,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557775,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,"(R,R)-DACH-naphthyl Trost ligand",1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,"(R,R)-DACH-naphthyl Trost ligand"
4838,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557776,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,Walphos SL-W008-1,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,Walphos SL-W008-1
4839,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557777,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,Walphos SL-W005-2,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,Walphos SL-W005-2
4840,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557778,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,ChenPhos,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,ChenPhos
4841,0__PF-06811790____,SCRN_260,00707420-0253,RKB-03557779,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([C:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)=[O:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1>>[CH3:1][c:2]1[n:45][c:36]([O:37][CH2:38][c:39]2[cH:44][cH:43][cH:42][cH:41][cH:40]2)[c:6]([CH2:7][N:8]3[C:34](=[O:35])[c:33]([c:11]4[CH2:10][CH2:9]3)[c:31]([Cl:32])[c:15]([CH:16]([CH:18]5[CH2:23][CH2:22][N:21]([C:24]([O:26][C:27]([CH3:30])([CH3:29])[CH3:28])=[O:25])[CH2:20][CH2:19]5)[OH:17])[cH:14][c:12]4[Cl:13])[c:4]([CH3:5])[cH:3]1,PF-06828995,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(CC4)C(=O)OC(C)(C)C)c(Cl)c3C2=O)c(OCc5ccccc5)n1,0,,0.0,#ERROR,MeOH,80.0,18.0,0.0625,,,,,Ir-93,0.125,,,,,Nauds-iPr Ligand,1.0,PF-06811790,c1(cc(c2c(c1Cl)C(N(CC2)Cc1c(cc(nc1OCc1ccccc1)C)C)=O)Cl)C(=O)C1CCN(CC1)C(=O)OC(C)(C)C,,,,,,,,,,,,,Hydrogenation,Ir-93,Nauds-iPr Ligand
4842,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602595,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.04,MFCD07369035,C1(C(C(C(C1C)C)C)C)C.C1=CCCC=CCC1.[Ru]Cl,,,Cp*RuCl(COD),0.04,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,C1(C(C(C(C1C)C)C)C)C.C1=CCCC=CCC1.[Ru]Cl,
4843,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602596,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.04,MFCD00011208,,,,RuCl3,0.04,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,RuCl3,Naud SL-N011-2
4844,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602607,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,5408.13671875,-100,IPA,25.0,18.0,0.004,MFCD00011208,,,,RuCl3,0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,RuCl3,Naud SL-N011-2
4845,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602608,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.04,MFCD06798307,C1(CCC(CC1)C)C(C)C.C1CCCC1.[Ru+].[P-](F)(F)(F)(F)(F)F,,,[Ru(Cp*)(p-cymene)PF6],0.04,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,C1(CCC(CC1)C)C(C)C.C1CCCC1.[Ru+].[P-](F)(F)(F)(F)(F)F,
4846,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602609,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.004,MFCD07369035,C1(C(C(C(C1C)C)C)C)C.C1=CCCC=CCC1.[Ru]Cl,,,Cp*RuCl(COD),0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,C1(C(C(C(C1C)C)C)C)C.C1=CCCC=CCC1.[Ru]Cl,
4847,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602610,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.04,MFCD03792150,,,,Ru(Cp*)4,0.04,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,Ru(Cp*)4,Naud SL-N011-2
4848,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602611,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.004,MFCD09038426,C1(C(C(C(C1C)C)C)C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru]Cl,,,Cp*Ru(P(Ph)3)2Cl,0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,C1(C(C(C(C1C)C)C)C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru]Cl,
4849,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602612,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.004,MFCD03792150,,,,Ru(Cp*)4,0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,Ru(Cp*)4,Naud SL-N011-2
4850,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602613,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.004,MFCD06798307,C1(CCC(CC1)C)C(C)C.C1CCCC1.[Ru+].[P-](F)(F)(F)(F)(F)F,,,[Ru(Cp*)(p-cymene)PF6],0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,C1(CCC(CC1)C)C(C)C.C1CCCC1.[Ru+].[P-](F)(F)(F)(F)(F)F,
4851,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602614,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.04,MFCD09038426,C1(C(C(C(C1C)C)C)C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru]Cl,,,Cp*Ru(P(Ph)3)2Cl,0.04,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,C1(C(C(C(C1C)C)C)C)C.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Ru]Cl,
4852,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602615,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.004,MFCD00013077,[Ru](Cl)Cl.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1,,,[RuCl2(PPh3)3],0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,[Ru](Cl)Cl.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1,
4853,0__PF-06787735____,SCRN_373,00707420-0288,RKB-03602616,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([c:4]1[c:11]([I:12])[cH:10][cH:9][c:7]([F:8])[c:5]1[Cl:6])=[O:3]>>[CH3:1][C@H:2]([c:4]1[c:5]([Cl:6])[c:7]([F:8])[cH:9][cH:10][c:11]1[I:12])[OH:3],PF-06758567,C[C@@H](O)c1c(I)ccc(F)c1Cl,0,220.0,0.0,0,IPA,25.0,18.0,0.004,MFCD08459354,[Ru]1(Cl)(Cl)CC=CCCC=CCCC=CC1,,,Ru(DODT)Cl2,0.004,,,,,Naud SL-N011-2,1.0,PF-06787735,c1cc(c(c(c1I)C(C)=O)Cl)F,,,,,,,,MFCD00036295,K3PO4,,,,Hydrogenation,[Ru]1(Cl)(Cl)CC=CCCC=CCCC=CC1,
