"","yie_react","SCREEN_ID","NOTEBOOK_ID","REACTION_ID","KeyWord_STD","ReactionGroup","RXN_SMILES","PCAT_CMPD_ID","PRODUCT_STRUCTURE","Product_Yield_PCT_Area_UV","Product_UV_Analysis_Wavelength_nm","Product_Yield_Mass_Ion_Count","Product_Selectivity","Solvent_1_Name","Reaction_T","Reaction_Time_hrs","Catalyst_1_eq","Catalyst_1_ID.1.","catalyst_1_ID_1_SMILES","Catalyst_1_ID.2.","catalyst_1_ID_2_SMILES","Catalyst_1_Short_Hand","Catalyst_2_eq","Catalyst_2_ID.1.","catalyst_2_ID_1_SMILES","Catalyst_2_ID.2.","catalyst_2_ID_2_SMILES","Catalyst_2_Short_Hand","Reactant_1_eq","Reactant_1_ID","Reactant_1_SMILES","Reactant_2_eq","Reactant_2_ID","reactant_2_SMILES","Reactant_3_eq","Reactant_3_ID","reactant_3_SMILES","Reagent_1_eq","Reagent_1_ID","Reagent_1_Short_Hand","Reagent_2_eq","Reagent_2_ID","Reagent_2_Short_Hand","ReactionClass","react_1_canon","react_2_canon","halide","nuc","catalyst","ligand"
"11","92__PF-06670192__MFCD05667135__","SCRN_346","00119131-1227","RKB-03542474","BUCHWALD","Metal Mediated","[CH3:1][N:2]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:22]([c:12]3[n:11][c:10](Cl)[n:9]2)[c:15]([c:16]4[n:21][cH:20][cH:19][cH:18][cH:17]4)[cH:14][nH:13]3)[CH2:4]1.[CH3:30][n:31]1[n:36][cH:35][c:33]([NH2:34])[cH:32]1>>[CH3:1][N:2]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:22]([c:12]3[n:11][c:10]([NH:34][c:33]4[cH:32][n:31]([CH3:30])[n:36][cH:35]4)[n:9]2)[c:15]([c:16]5[n:21][cH:20][cH:19][cH:18][cH:17]5)[cH:14][nH:13]3)[CH2:4]1","PF-06671527","CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ccccn5)c24)C(=O)OC(C)(C)C",92,280,16841258,"","t-AmOH",110,18,NA,"","","MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C","",0.063,"MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",NA,NA,"Pd(P(tBu)3)2",1,"PF-06670192","n1c(nc2c(c1O[C@@H]1C[C@H](C1)N(C(OC(C)(C)C)=O)C)c(c[nH]2)c1ncccc1)Cl",2,"MFCD05667135","c1c(cn(C)n1)N",NA,NA,NA,NA,"MFCD00064808","KOPnt",NA,"","","Pd coupling","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",""
"12","92__AXL022633__AXL032292__","SCRN_417","00119131-1032","RKB-03546204","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([N:8]1[C:22]([CH3:24])([CH3:23])[c:21]([c:10]2[CH2:9]1)[n:13]([C:14]([O:16][C:17]([CH3:20])([CH3:19])[CH3:18])=[O:15])[n:12][c:11]2Br)=[O:7])([CH3:4])[CH3:3].[CH3:25][n:26]1[n:31][cH:30][c:28]([NH2:29])[cH:27]1>>[CH3:25][n:26]1[n:31][cH:30][c:28]([NH:29][c:11]2[c:10]3[c:21]([C:22]([CH3:24])([CH3:23])[N:8]([C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[CH2:9]3)[n:13]([C:14]([O:16][C:17]([CH3:20])([CH3:19])[CH3:18])=[O:15])[n:12]2)[cH:27]1","PF-06469764","Cn1cc(Nc2nn(C(=O)OC(C)(C)C)c3c2CN(C(=O)OC(C)(C)C)C3(C)C)cn1",92,225,168134.1,"28.2","t-AmOH",90,18,NA,"","","MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN","",0.1,"MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",NA,NA,"BrettPhos Palladacycle",1,"AXL022633","c12c(CN(C2(C)C)C(OC(C)(C)C)=O)c(nn1C(OC(C)(C)C)=O)Br",2,"AXL032292","c1c(cn(C)n1)N",NA,NA,NA,3,"MFCD00145114","P4-t-Bu",NA,"","","Pd coupling","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",""
"13","91__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769473","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][NH:25][CH2:24][CH2:23]3>>[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][N:25]([c:1]4[cH:10][c:9]([c:4]5[cH:3][cH:2]4)[cH:8][cH:7][cH:6][n:5]5)[CH2:24][CH2:23]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",91,225,53555.219103192,"","t-AmOH",110,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD04117682","c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C","Pd(OAc)2",0.25,"MFCD04117682","c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C",NA,NA,"Pd(OAc)2/XPhos",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00064808","KOtPn",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C"
"14","91__PF-06670192__MFCD05667135__","SCRN_346","00119131-1227","RKB-03542475","BUCHWALD","Metal Mediated","[CH3:1][n:2]1[n:7][cH:6][c:4]([NH2:5])[cH:3]1.[CH3:8][N:9]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[C@H:10]1[CH2:13][C@H:12]([O:14][c:15]2[c:29]([c:19]3[n:18][c:17](Cl)[n:16]2)[c:22]([c:23]4[n:28][cH:27][cH:26][cH:25][cH:24]4)[cH:21][nH:20]3)[CH2:11]1>>[CH3:8][N:9]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[C@H:10]1[CH2:13][C@H:12]([O:14][c:15]2[c:29]([c:19]3[n:18][c:17]([NH:5][c:4]4[cH:3][n:2]([CH3:1])[n:7][cH:6]4)[n:16]2)[c:22]([c:23]5[n:28][cH:27][cH:26][cH:25][cH:24]5)[cH:21][nH:20]3)[CH2:11]1","PF-06671527","CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ccccn5)c24)C(=O)OC(C)(C)C",91,280,20153292,"","t-AmOH",110,18,0.063,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD11973797","c1(c2c(P(C3CCCCC3)C3CCCCC3)c(ccc2OC)OC)c(cc(cc1C(C)C)C(C)C)C(C)C","Pd(OAc)2",0.125,"MFCD11973797","c1(c2c(P(C3CCCCC3)C3CCCCC3)c(ccc2OC)OC)c(cc(cc1C(C)C)C(C)C)C(C)C",NA,NA,"BrettPhos",1,"PF-06670192","n1c(nc2c(c1O[C@@H]1C[C@H](C1)N(C(OC(C)(C)C)=O)C)c(c[nH]2)c1ncccc1)Cl",2,"MFCD05667135","c1c(cn(C)n1)N",NA,NA,NA,NA,"MFCD00064808","KOPnt",NA,"","","Pd coupling","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(C3CCCCC3)C3CCCCC3)c(ccc2OC)OC)c(cc(cc1C(C)C)C(C)C)C(C)C"
"15","91__AXL022633__AXL032292__","SCRN_417","00119131-1032","RKB-03546205","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([N:8]1[C:22]([CH3:24])([CH3:23])[c:21]([c:10]2[CH2:9]1)[n:13]([C:14]([O:16][C:17]([CH3:20])([CH3:19])[CH3:18])=[O:15])[n:12][c:11]2Br)=[O:7])([CH3:4])[CH3:3].[CH3:25][n:26]1[n:31][cH:30][c:28]([NH2:29])[cH:27]1>>[CH3:25][n:26]1[n:31][cH:30][c:28]([NH:29][c:11]2[c:10]3[c:21]([C:22]([CH3:24])([CH3:23])[N:8]([C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[CH2:9]3)[n:13]([C:14]([O:16][C:17]([CH3:20])([CH3:19])[CH3:18])=[O:15])[n:12]2)[cH:27]1","PF-06469764","Cn1cc(Nc2nn(C(=O)OC(C)(C)C)c3c2CN(C(=O)OC(C)(C)C)C3(C)C)cn1",91,225,139853.1,"#DIV/0!","t-AmOH",90,18,NA,"","","MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN","",0.1,"MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",NA,NA,"BrettPhos Palladacycle",1,"AXL022633","c12c(CN(C2(C)C)C(OC(C)(C)C)=O)c(nn1C(OC(C)(C)C)=O)Br",2,"AXL032292","c1c(cn(C)n1)N",NA,NA,NA,3,"MFCD00010330","KHMDS",NA,"","","Pd coupling","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",""
"16","90__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769474","BUCHWALD","Metal Mediated","[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",90,225,34593.1996446932,"","Toluene",110,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1","Pd(OAc)2",0.25,"MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1",NA,NA,"Pd(OAc)2/R-Josiphos SL-J009-1",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00064808","KOtPn",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C(O[Pd]OC(C)=O)(C)=O","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1"
"17","90__PF-06672299__MFCD00006219__","SCRN_396","00119131-1252","RKB-03538349","BUCHWALD","Metal Mediated","[CH3:1][N:2]([C:32]([O:34][C:35]([CH3:38])([CH3:37])[CH3:36])=[O:33])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:20]3[c:19]([n:23]([CH2:24][O:25][CH2:26][CH2:27][Si:28]([CH3:31])([CH3:30])[CH3:29])[cH:22][cH:21]3)[n:18][c:10]([NH:11][c:12]4[cH:17][n:15]([CH3:16])[n:14][cH:13]4)[n:9]2)[CH2:4]1.Br[c:39]1[n:44][cH:43][cH:42][cH:41][cH:40]1>>[CH3:1][N:2]([C:32]([O:34][C:35]([CH3:38])([CH3:37])[CH3:36])=[O:33])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:20]3[c:19]([n:23]([CH2:24][O:25][CH2:26][CH2:27][Si:28]([CH3:31])([CH3:30])[CH3:29])[cH:22][cH:21]3)[n:18][c:10]([N:11]([c:39]4[n:44][cH:43][cH:42][cH:41][cH:40]4)[c:12]5[cH:17][n:15]([CH3:16])[n:14][cH:13]5)[n:9]2)[CH2:4]1","PF-06679977","CN([C@@H]1C[C@H](C1)Oc2nc(nc3c2ccn3COCC[Si](C)(C)C)N(c4cnn(C)c4)c5ccccn5)C(=O)OC(C)(C)C",90,310,19591169.8,"3.1","Toluene",90,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2","Pd(OAc)2",0.25,"MFCD00010805","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2",NA,NA,"BINAP",1,"PF-06672299","C1[C@@H](C[C@H]1Oc1nc(nc2c1ccn2COCC[Si](C)(C)C)Nc1cn(nc1)C)N(C)C(OC(C)(C)C)=O",2,"MFCD00006219","c1(ccccn1)Br",NA,NA,NA,3,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1","Brc1ccccn1","Brc1ccccn1","Cn1cc(Nc2nc(O[C@H]3C[C@H](N(C)C(=O)OC(C)(C)C)C3)c3ccn(COCC[Si](C)(C)C)c3n2)cn1","C(O[Pd]OC(C)=O)(C)=O","c1(c2c(P(c3ccccc3)c3ccccc3)ccc3c2cccc3)c(P(c2ccccc2)c2ccccc2)ccc2c1cccc2"
"18","90__PF-06670192__MFCD05667135__","SCRN_346","00119131-1227","RKB-03542476","BUCHWALD","Metal Mediated","[CH3:1][N:2]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:22]([c:12]3[n:11][c:10](Cl)[n:9]2)[c:15]([c:16]4[n:21][cH:20][cH:19][cH:18][cH:17]4)[cH:14][nH:13]3)[CH2:4]1.[CH3:30][n:31]1[n:36][cH:35][c:33]([NH2:34])[cH:32]1>>[CH3:1][N:2]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:22]([c:12]3[n:11][c:10]([NH:34][c:33]4[cH:32][n:31]([CH3:30])[n:36][cH:35]4)[n:9]2)[c:15]([c:16]5[n:21][cH:20][cH:19][cH:18][cH:17]5)[cH:14][nH:13]3)[CH2:4]1","PF-06671527","CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ccccn5)c24)C(=O)OC(C)(C)C",90,280,21512746,"","THF",110,18,NA,"","","MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN","",0.063,"MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",NA,NA,"BrettPhos Palladacycle",1,"PF-06670192","n1c(nc2c(c1O[C@@H]1C[C@H](C1)N(C(OC(C)(C)C)=O)C)c(c[nH]2)c1ncccc1)Cl",2,"MFCD05667135","c1c(cn(C)n1)N",NA,NA,NA,NA,"MFCD00064808","KOPnt",NA,"","","Pd coupling","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",""
"19","90__PF-01672186__MFCD00015000__","SCRN_9","00119131-2691","RKB-04002205","BUCHWALD","Metal Mediated","Br[c:1]1[cH:6][n:5][cH:4][n:3][cH:2]1.[CH3:7][C:8]([O:11][C:12]([NH:14][NH:15][C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])=[O:13])([CH3:10])[CH3:9]>>[CH3:7][C:8]([O:11][C:12]([NH:14][N:15]([c:1]1[cH:6][n:5][cH:4][n:3][cH:2]1)[C:16]([O:18][C:19]([CH3:22])([CH3:21])[CH3:20])=[O:17])=[O:13])([CH3:10])[CH3:9]","PF-07094639","CC(C)(C)OC(=O)NN(C(=O)OC(C)(C)C)c1cncnc1",90,280,677.946842960222,"","Dioxane",110,NA,NA,"","","","","",0.0625,"MFCD25976528","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",NA,NA,"tBuBrettPhos  Pd G3",1,"PF-01672186","c1(cncnc1)Br",2,"MFCD00015000","C(OC(NNC(OC(C)(C)C)=O)=O)(C)(C)C",NA,NA,NA,NA,"MFCD00064808","KOtPn",NA,"","","Pd coupling","Brc1cncnc1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","Brc1cncnc1","CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",""
"20","90__MFCD12024888__MFCD00005972__","SCRN_433","00119131-1503","RKB-03539077","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[c:7]([Cl:8])[n:6][c:5](Cl)[cH:4][n:3]1.[CH2:9]1[NH:14][CH2:13][CH2:12][O:11][CH2:10]1>>[CH3:1][c:2]1[c:7]([Cl:8])[n:6][c:5]([N:14]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[cH:4][n:3]1","PF-06746933","Cc1ncc(nc1Cl)N2CCOCC2",90,320,3472950.875,"0.895866115458406","THF",50,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC","Pd(OAc)2",0.125,"MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC",NA,NA,"cataCXium A",1,"MFCD12024888","c1c(nc(c(n1)C)Cl)Cl",1,"MFCD00005972","C1COCCN1",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1ncc(Cl)nc1Cl","C1COCCN1","Cc1ncc(Cl)nc1Cl","C1COCCN1","C(O[Pd]OC(C)=O)(C)=O","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC"
"21","90__AXL022633__AXL032292__","SCRN_417","00119131-1032","RKB-03546206","BUCHWALD","Metal Mediated","[CH3:1][C:2]([O:5][C:6]([N:8]1[C:22]([CH3:24])([CH3:23])[c:21]([c:10]2[CH2:9]1)[n:13]([C:14]([O:16][C:17]([CH3:20])([CH3:19])[CH3:18])=[O:15])[n:12][c:11]2Br)=[O:7])([CH3:4])[CH3:3].[CH3:25][n:26]1[n:31][cH:30][c:28]([NH2:29])[cH:27]1>>[CH3:25][n:26]1[n:31][cH:30][c:28]([NH:29][c:11]2[c:10]3[c:21]([C:22]([CH3:24])([CH3:23])[N:8]([C:6]([O:5][C:2]([CH3:4])([CH3:3])[CH3:1])=[O:7])[CH2:9]3)[n:13]([C:14]([O:16][C:17]([CH3:20])([CH3:19])[CH3:18])=[O:15])[n:12]2)[cH:27]1","PF-06469764","Cn1cc(Nc2nn(C(=O)OC(C)(C)C)c3c2CN(C(=O)OC(C)(C)C)C3(C)C)cn1",90,225,148137.3,"47.9","t-AmOH",90,18,NA,"","","MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN","",0.1,"MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",NA,NA,"BrettPhos Palladacycle",1,"AXL022633","c12c(CN(C2(C)C)C(OC(C)(C)C)=O)c(nn1C(OC(C)(C)C)=O)Br",2,"AXL032292","c1c(cn(C)n1)N",NA,NA,NA,3,"MFCD00009835","NaHMDS",NA,"","","Pd coupling","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",""
"22","9__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769396","BUCHWALD","Metal Mediated","[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",9,225,8674.44838994429,"","Dioxane",110,18,NA,"","","","","",0.125,"MFCD25976528","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",NA,NA,"tBuBrettPhos  Pd G3",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C",""
