,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,react_1_canon,react_2_canon,halide,nuc,catalyst,ligand,Year
895,947,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601822,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,27097.6627197266,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,CuI,0.25,MFCD00671527,N([C@H]1[C@H](NC)CCCC1)C,,,DMCyHDiA,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,N([C@H]1[C@H](NC)CCCC1)C,2015
896,948,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601823,ULLMANN,Metal Mediated,[Cl:1][c:2]1[c:10]([c:6]2[n:5][cH:4][n:3]1)[cH:9][cH:8][nH:7]2.[CH3:11][c:12]1[c:28](I)[c:27]([c:14]2[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)[n:15]2>>[CH3:11][c:12]1[c:28]([n:7]2[c:6]([c:10]3[cH:9][cH:8]2)[n:5][cH:4][n:3][c:2]3[Cl:1])[c:27]([c:14]4[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]5[cH:24][cH:23][cH:22][cH:21][cH:20]5)[n:15]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,9233.525390625,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,PF-03697730,OC(=O)CNC(=O)c1ccccn1,CuI,0.25,PF-03697730,O=C(O)CNC(=O)c1ccccn1,,,PF-03697730,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,O=C(O)CNC(=O)c1ccccn1,2015
897,949,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601824,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,11870.9455566406,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00011678,c12c3c(ccc1cccn2)cccn3,CuI,0.25,MFCD00011678,c12c3c(ccc1cccn2)cccn3,,,Phen,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c12c3c(ccc1cccn2)cccn3,2015
898,950,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601825,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,9201.50463867188,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00008848,C(C(CC(C(C)(C)C)=O)=O)(C)(C)C,CuI,0.25,MFCD00008848,C(C(CC(C(C)(C)C)=O)=O)(C)(C)C,,,TMHD,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,C(C(CC(C(C)(C)C)=O)=O)(C)(C)C,2015
899,951,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601826,ULLMANN,Metal Mediated,[Cl:1][c:2]1[c:10]([c:6]2[n:5][cH:4][n:3]1)[cH:9][cH:8][nH:7]2.[CH3:11][c:12]1[c:28](I)[c:27]([c:14]2[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)[n:15]2>>[CH3:11][c:12]1[c:28]([n:7]2[c:6]([c:10]3[cH:9][cH:8]2)[n:5][cH:4][n:3][c:2]3[Cl:1])[c:27]([c:14]4[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]5[cH:24][cH:23][cH:22][cH:21][cH:20]5)[n:15]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,10988.5988769531,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD10018453,N(C(C(=O)O)=O)c1c(cccc1C)C,CuI,0.25,MFCD10018453,N(C(C(=O)O)=O)c1c(cccc1C)C,,,DMPAO,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,N(C(C(=O)O)=O)c1c(cccc1C)C,2015
900,952,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601827,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,124282.435241699,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00010816,c1(C(N(CC)CC)=O)c(cccc1)O,CuI,0.25,MFCD00010816,c1(C(N(CC)CC)=O)c(cccc1)O,,,"N,N-Diethylsalicylamide",1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c1(C(N(CC)CC)=O)c(cccc1)O,2015
901,953,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601828,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,11850.2744140625,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00455733,c12c3c(c(cc1cccn2)N)cccn3,CuI,0.25,MFCD00455733,c12c3c(c(cc1cccn2)N)cccn3,,,Phen-5-amine,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c12c3c(c(cc1cccn2)N)cccn3,2015
902,954,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601829,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,5939.28369140626,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,PNU-0017404,N(C(C(NNC(C)C)=O)=O)NC(C)C,CuI,0.25,PNU-0017404,N(C(C(NNC(C)C)=O)=O)NC(C)C,,,PNU-0017404,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,N(C(C(NNC(C)C)=O)=O)NC(C)C,2015
903,955,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601830,ULLMANN,Metal Mediated,[Cl:1][c:2]1[c:10]([c:6]2[n:5][cH:4][n:3]1)[cH:9][cH:8][nH:7]2.[CH3:11][c:12]1[c:28](I)[c:27]([c:14]2[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)[n:15]2>>[CH3:11][c:12]1[c:28]([n:7]2[c:6]([c:10]3[cH:9][cH:8]2)[n:5][cH:4][n:3][c:2]3[Cl:1])[c:27]([c:14]4[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]5[cH:24][cH:23][cH:22][cH:21][cH:20]5)[n:15]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,9460.26062011719,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MCP-91301,c1(c(cccc1C)CC)NC(C(O)=O)=O,CuI,0.25,MCP-91301,c1(c(cccc1C)CC)NC(C(O)=O)=O,,,DMPAO-EtMe,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c1(c(cccc1C)CC)NC(C(O)=O)=O,2015
904,956,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601831,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,11140.6987304688,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00004973,c12c3c(ccc1ccc(n2)C)ccc(n3)C,CuI,0.25,MFCD00004973,c12c3c(ccc1ccc(n2)C)ccc(n3)C,,,DMPHEN,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00036295,K3PO4,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c12c3c(ccc1ccc(n2)C)ccc(n3)C,2015
905,957,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601832,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,10775.4345703125,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00149306,,CuI,0.25,MFCD00149306,Cc1ccc2ccc3ccc(C)nc3c2n1,,,Neocuproine.0.5H2O,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,Cc1ccc2ccc3ccc(C)nc3c2n1,2015
906,958,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601833,ULLMANN,Metal Mediated,[Cl:1][c:2]1[c:10]([c:6]2[n:5][cH:4][n:3]1)[cH:9][cH:8][nH:7]2.[CH3:11][c:12]1[c:28](I)[c:27]([c:14]2[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)[n:15]2>>[CH3:11][c:12]1[c:28]([n:7]2[c:6]([c:10]3[cH:9][cH:8]2)[n:5][cH:4][n:3][c:2]3[Cl:1])[c:27]([c:14]4[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]5[cH:24][cH:23][cH:22][cH:21][cH:20]5)[n:15]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,24495.8427734375,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00004790,c1(/C=C/C(/C=C/c2ccccc2)=O)ccccc1,CuI,0.25,MFCD00004790,c1(/C=C/C(/C=C/c2ccccc2)=O)ccccc1,,,dba,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c1(/C=C/C(/C=C/c2ccccc2)=O)ccccc1,2015
907,959,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601834,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,6980.31352233887,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MCP-44381,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,CuI,0.25,MCP-44381,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,,,DMPAO-tBuMe,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c1(c(cccc1C)C(C)(C)C)NC(C(O)=O)=O,2015
908,960,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601835,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,10369.5942382813,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00004974,c12c3c(c(c(cn3)C)C)ccc1c(c(cn2)C)C,CuI,0.25,MFCD00004974,c12c3c(c(c(cn3)C)C)ccc1c(c(cn2)C)C,,,"3,4,7,8-Tetramethyl-1,10-phenanthroline",1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c12c3c(c(c(cn3)C)C)ccc1c(c(cn2)C)C,2015
909,961,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601836,ULLMANN,Metal Mediated,[CH3:1][c:2]1[c:18](I)[c:17]([c:4]2[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]3[cH:14][cH:13][cH:12][cH:11][cH:10]3)[n:5]2.[Cl:19][c:20]1[c:28]([c:24]2[n:23][cH:22][n:21]1)[cH:27][cH:26][nH:25]2>>[CH3:1][c:2]1[c:18]([n:25]2[c:24]([c:28]3[cH:27][cH:26]2)[n:23][cH:22][n:21][c:20]3[Cl:19])[c:17]([c:4]4[s:3]1)[n:16][cH:15][c:6]([NH:7][CH2:8][c:9]5[cH:14][cH:13][cH:12][cH:11][cH:10]5)[n:5]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,29007.7888183594,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,MFCD00233882,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,CuI,0.25,MFCD00233882,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,,,DichloroPhen,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c12c3c(ccc1c(ccn2)Cl)c(ccn3)Cl,2015
910,962,0__PF-06845941__MFCD01686865__,SCRN_46,00119131-1781,RKB-03601837,ULLMANN,Metal Mediated,[Cl:1][c:2]1[c:10]([c:6]2[n:5][cH:4][n:3]1)[cH:9][cH:8][nH:7]2.[CH3:11][c:12]1[c:28](I)[c:27]([c:14]2[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)[n:15]2>>[CH3:11][c:12]1[c:28]([n:7]2[c:6]([c:10]3[cH:9][cH:8]2)[n:5][cH:4][n:3][c:2]3[Cl:1])[c:27]([c:14]4[s:13]1)[n:26][cH:25][c:16]([NH:17][CH2:18][c:19]5[cH:24][cH:23][cH:22][cH:21][cH:20]5)[n:15]4,PF-06845942,Cc1sc2nc(NCc3ccccc3)cnc2c1n4ccc5c(Cl)ncnc45,0,225.0,9130.68395996094,,Toluene,100.0,18.0,0.125,MFCD00010978,[Cu]I,PF-04672526,c1ccc(c(c1C(C)C)NC(C(=O)O)=O)C(C)C,CuI,0.25,PF-04672526,c1ccc(c(c1C(C)C)NC(C(=O)O)=O)C(C)C,,,DMPAO-iPr,1.0,PF-06845941,c1c(nc2c(n1)c(c(s2)C)I)NCc1ccccc1,1.0,MFCD01686865,c12c(ncnc1Cl)[nH]cc2,,,,3.0,MFCD00064808,KOtPn,,,,Cu coupling,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,Cc1sc2nc(NCc3ccccc3)cnc2c1I,Clc1ncnc2[nH]ccc12,[Cu]I,c1ccc(c(c1C(C)C)NC(C(=O)O)=O)C(C)C,2015
